Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
M_I21,2011,Single year,1434,1359.779707,1508.220293,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2012,Single year,1545,1467.960699,1622.039301,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2013,Single year,1511,1434.813096,1587.186904,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I21,2014,Single year,1489,1413.369767,1564.630233,Injuries,Number,All,Validated,Maori,All ages,Serious
M_I22,2000,Single year,234.1460816,221.5972151,246.6949481,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2001,Single year,225.9781331,213.7719952,238.184271,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2002,Single year,214.1334678,202.3614601,225.9054756,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2003,Single year,228.026534,215.9738956,240.0791724,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2004,Single year,215.6896507,204.0601236,227.3191778,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2005,Single year,233.476484,221.4620195,245.4909484,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2006,Single year,236.2443577,224.2477794,248.240936,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2007,Single year,231.0517002,219.2595281,242.8438723,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2008,Single year,220.7420523,209.3257226,232.158382,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2009,Single year,221.5595855,210.1800947,232.9390763,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2010,Single year,224.0836948,212.7572367,235.4101529,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2011,Single year,206.2732081,195.4745841,217.0718322,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2012,Single year,218.443209,207.3896433,229.4967748,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2013,Single year,209.8842449,199.109241,220.6592487,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_I22,2014,Single year,203.7624041,193.1990155,214.3257927,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Serious
M_A21,2000,Single year,183,156.4860987,209.5139013,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2001,Single year,231,201.2111264,260.7888736,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2002,Single year,215,186.2612866,243.7387134,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2003,Single year,201,173.2127147,228.7872853,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2004,Single year,209,180.6651294,237.3348706,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2005,Single year,212,183.4624936,240.5375064,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2006,Single year,250,219.0102484,280.9897516,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2007,Single year,222,192.7971943,251.2028057,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2008,Single year,210,181.5974235,238.4025765,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2009,Single year,296,262.2795046,329.7204954,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2010,Single year,258,226.5183168,289.4816832,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2011,Single year,224,194.6659451,253.3340549,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2012,Single year,241,210.5731767,271.4268233,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2013,Single year,247,216.1967481,277.8032519,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A21,2014,Single year,227,197.470165,256.529835,Injuries,Number,Assault,Validated,Maori,All ages,Serious
M_A22,2000,Single year,31.39865211,26.83565034,35.96165388,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2001,Single year,39.11969488,34.06620522,44.17318454,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2002,Single year,36.02624597,31.20884363,40.84364831,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2003,Single year,33.33333333,28.72515999,37.94150668,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2004,Single year,34.30170651,29.65026913,38.95314389,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2005,Single year,34.44572921,29.80586639,39.08559203,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2006,Single year,40.05183348,35.08030331,45.02336365,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2007,Single year,35.21769884,30.57410044,39.86129724,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2008,Single year,32.9672426,28.49212956,37.44235564,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2009,Single year,45.63687048,40.41379225,50.85994871,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2010,Single year,39.05885226,34.25599967,43.86170485,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2011,Single year,33.45968736,29.04301551,37.8763592,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2012,Single year,36.58520145,31.91809528,41.25230762,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2013,Single year,36.68494035,32.05289533,41.31698537,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_A22,2014,Single year,32.23328242,27.96762219,36.49894264,"Per 100,000 people",Age-standardised rate,Assault,Validated,Maori,All ages,Serious
M_S21,2000,Single year,121,99.44039617,142.5596038,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2001,Single year,109,88.53737525,129.4626247,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2002,Single year,102,82.20533406,121.7946659,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2003,Single year,108,87.63145679,128.3685432,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2004,Single year,137,114.0592097,159.9407903,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2005,Single year,136,113.1430886,158.8569114,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2006,Single year,143,119.5622396,166.4377604,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2007,Single year,140,116.8093934,163.1906066,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2008,Single year,122,100.3514902,143.6485098,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2009,Single year,130,107.6529723,152.3470277,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2010,Single year,145,121.3989083,168.6010917,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2011,Single year,144,120.4804322,167.5195678,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2012,Single year,175,149.0721136,200.9278864,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2013,Single year,149,125.0755906,172.9244094,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S21,2014,Single year,134,111.3117766,156.6882234,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2000,Single year,20.87264476,17.14184228,24.60344724,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2001,Single year,18.51260857,15.02995074,21.99526639,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2002,Single year,17.13770779,13.81064728,20.4647683,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2003,Single year,17.91044776,14.5325799,21.28831562,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2004,Single year,22.38223917,18.63358739,26.13089095,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2005,Single year,21.94232018,18.25221352,25.63242685,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2006,Single year,22.86614599,19.11320632,26.61908566,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2007,Single year,22.250954,18.55484796,25.94706005,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2008,Single year,18.98690638,15.60411107,22.36970169,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2009,Single year,20.14988014,16.66775205,23.63200823,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2010,Single year,22.07234775,18.45939447,25.68530104,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2011,Single year,21.90693562,18.30054558,25.51332566,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2012,Single year,26.43486006,22.48553789,30.38418222,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2013,Single year,22.06998195,18.48694731,25.6530166,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_S22,2014,Single year,20.2116525,16.75216558,23.67113941,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Serious
M_F21A,2000,Single year,214,185.3281987,242.6718013,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2001,Single year,198,170.4208621,225.5791379,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2002,Single year,195,167.6305924,222.3694076,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2003,Single year,221,191.8630407,250.1369593,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2004,Single year,200,172.2819235,227.7180765,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2005,Single year,246,215.2591661,276.7408339,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2006,Single year,244,213.3843838,274.6156162,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2007,Single year,242,211.5101159,272.4898841,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2008,Single year,277,244.3796981,309.6203019,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2009,Single year,245,214.3217111,275.6782889,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2010,Single year,291,257.565519,324.434481,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2011,Single year,303,268.8831124,337.1168876,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2012,Single year,342,305.7539117,378.2460883,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2013,Single year,382,343.6928562,420.3071438,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F21A,2014,Single year,366,328.5036811,403.4963189,Injuries,Number,Falls,Validated,Maori,All ages,Serious
M_F22A,2000,Single year,38.22785421,33.09422351,43.3614849,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2001,Single year,34.40107614,29.60260873,39.19954355,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2002,Single year,33.07296979,28.42930919,37.71663038,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2003,Single year,36.65008292,31.81808303,41.48208281,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2004,Single year,32.1835788,27.72215461,36.64500299,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2005,Single year,38.82143828,33.96469973,43.67817684,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2006,Single year,37.35104855,32.65253149,42.04956561,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2007,Single year,36.02160191,31.46475858,40.57844523,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2008,Single year,39.87384904,35.1494187,44.59827939,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2009,Single year,34.08133034,29.77880579,38.3838549,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2010,Single year,39.58729575,34.98613974,44.18845177,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2011,Single year,39.21590605,34.73644039,43.6953717,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2012,Single year,42.86902162,38.23424455,47.5037987,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2013,Single year,47.52413421,42.64088519,52.40738323,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_F22A,2014,Single year,43.72883816,39.11816139,48.33951493,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,All ages,Serious
M_M21,2000,Single year,479,436.1040937,521.8959063,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2001,Single year,449,407.4691078,490.5308922,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2002,Single year,385,346.5427296,423.4572704,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2003,Single year,473,430.3735995,515.6264005,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2004,Single year,436,395.0747505,476.9252495,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2005,Single year,533,487.7507177,578.2492823,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2006,Single year,497,453.3055492,540.6944508,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2007,Single year,530,484.8782406,575.1217594,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2008,Single year,484,440.8807923,527.1192077,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2009,Single year,453,411.2845251,494.7154749,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2010,Single year,446,404.6080849,487.3919151,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2011,Single year,388,349.3931868,426.6068132,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2012,Single year,406,366.50782,445.49218,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2013,Single year,388,349.3931868,426.6068132,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M21,2014,Single year,386,347.4928175,424.5071825,Injuries,Number,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2000,Single year,83.43874517,75.94449251,90.93299782,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2001,Single year,77.04251018,69.90367369,84.18134668,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2002,Single year,65.0172245,58.52022364,71.51422536,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2003,Single year,78.44112769,71.37207288,85.51018251,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2004,Single year,71.09131063,64.41698106,77.7656402,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2005,Single year,85.41860605,78.16225001,92.67496208,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2006,Single year,78.37803184,71.47695199,85.2791117,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2007,Single year,82.63137581,75.57636264,89.68638898,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2008,Single year,74.10948901,67.47964082,80.73933719,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2009,Single year,68.93549552,62.55118602,75.31980502,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2010,Single year,65.91141026,59.7492194,72.07360112,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2011,Single year,56.87624095,51.16110797,62.59137393,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2012,Single year,58.05708161,52.3436463,63.77051693,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2013,Single year,54.98325167,49.42948744,60.5370159,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_M22,2014,Single year,54.24035622,48.74290455,59.7378079,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Maori,All ages,Serious
M_F21B,2000,Single year,181,154.6313814,207.3686186,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2001,Single year,171,145.3701452,196.6298548,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2002,Single year,162,137.0537312,186.9462688,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2003,Single year,186,159.2696551,212.7303449,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2004,Single year,154,129.6774866,178.3225134,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2005,Single year,198,170.4208621,225.5791379,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2006,Single year,174,148.1462994,199.8537006,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2007,Single year,191,163.9127588,218.0872412,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2008,Single year,220,190.9290361,249.0709639,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2009,Single year,180,153.7043238,206.2956762,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2010,Single year,233,203.0824482,262.9175518,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2011,Single year,234,204.0183162,263.9816838,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2012,Single year,254,222.7633142,285.2366858,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2013,Single year,277,244.3796981,309.6203019,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F21B,2014,Single year,265,233.0940979,296.9059021,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2000,Single year,32.24152184,27.53377108,36.94927261,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2001,Single year,29.76108354,25.29410879,34.22805828,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2002,Single year,27.6005775,23.34889886,31.85225614,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2003,Single year,31.15630078,26.67878106,35.63382049,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2004,Single year,25.17198342,21.19538155,29.1485853,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2005,Single year,31.93981332,27.48642665,36.3932,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2006,Single year,27.61387272,23.50167001,31.72607542,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2007,Single year,29.39869059,25.21419334,33.58318783,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2008,Single year,32.87238623,28.50434746,37.24042499,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2009,Single year,26.36592494,22.4865602,30.24528967,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2010,Single year,33.18582467,28.88026201,37.49138733,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2011,Single year,31.97939167,27.82828716,36.13049618,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2012,Single year,34.07206422,29.8058432,38.33828523,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2013,Single year,37.49598142,32.99132462,42.00063821,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F22B,2014,Single year,34.60616984,30.33850873,38.87383095,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious
M_F01B,2000,Single year,168,142.5959633,193.4040367,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2001,Single year,163,137.976855,188.023145,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2002,Single year,150,125.9954416,174.0045584,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2003,Single year,173,147.2206987,198.7793013,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2004,Single year,140,116.8093934,163.1906066,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2005,Single year,186,159.2696551,212.7303449,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2006,Single year,161,136.130845,185.869155,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2007,Single year,180,153.7043238,206.2956762,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2008,Single year,209,180.6651294,237.3348706,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2009,Single year,168,142.5959633,193.4040367,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2010,Single year,216,187.1945299,244.8054701,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2011,Single year,224,194.6659451,253.3340549,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2012,Single year,241,210.5731767,271.4268233,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2013,Single year,267,234.9739246,299.0260754,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2014,Single year,252,220.8865363,283.1134637,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2015,Single year,258,226.5183168,289.4816832,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F01B,2016,Single year,291,257.565519,324.434481,Injuries,Number,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2000,Single year,29.8752155,25.34738303,34.40304797,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2001,Single year,28.29945423,23.94886381,32.65004464,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2002,Single year,25.51875419,21.43355178,29.6039566,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2003,Single year,28.97870986,24.66049661,33.29692312,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2004,Single year,22.89661614,19.10289709,26.69033519,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2005,Single year,30.03951823,25.71805962,34.36097684,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2006,Single year,25.55737654,21.60067576,29.51407732,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2007,Single year,27.72703911,23.66202405,31.79205417,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2008,Single year,31.29517283,27.02819254,35.56215312,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2009,Single year,24.66353805,20.90761277,28.41946333,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2010,Single year,30.87507803,26.71531927,35.0348368,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2011,Single year,30.6620877,26.59374869,34.73042671,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2012,Single year,32.3836495,28.22085561,36.54644338,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2013,Single year,36.33207404,31.88678572,40.77736235,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2014,Single year,32.98885911,28.81971859,37.15799964,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2015,Single year,33.14820919,28.98788577,37.30853261,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
M_F02B,2016,Single year,34.83599861,30.69628204,38.97571518,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,0-74 years,Serious non-fatal
C_I11,2000,Single year,108,87.63145679,128.3685432,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2001,Single year,103,83.10853805,122.891462,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2002,Single year,107,86.7259749,127.2740251,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2003,Single year,85,66.93002491,103.0699751,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2004,Single year,90,71.40614903,108.593851,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2005,Single year,93,74.09879183,111.9012082,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2006,Single year,89,70.50973675,107.4902632,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2007,Single year,103,83.10853805,122.891462,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2008,Single year,104,84.01221079,123.9877892,Injuries,Number,All,Validated,Children,0-14 years,Fatal
C_I11,2009,Single year,107,86.7259749,127.2740251,Injuries,Number,All,Validated,Children,0-14 years,Fatal
